filename,split,class,issue,severity,recommended_action,action_taken
MirrorWEBFire1251_jpg.rf.e9a08d407a0c80d02242f4332c86a951.jpg,train,-,crowded scene (10 boxes),info,spot-check boxes,kept
MirrorWEBFire1652_jpg.rf.a67393e40ccd839b5942b4331b1600f5.jpg,train,-,crowded scene (11 boxes),info,spot-check boxes,kept
MirrorWEBFire202_jpg.rf.26b21e4a783fda1ddaf032c5801838a8.jpg,train,-,crowded scene (8 boxes),info,spot-check boxes,kept
MirrorWEBSmoke1205_jpg.rf.8dbe44a556afc3c7b36f0484ed4a23c4.jpg,train,-,crowded scene (10 boxes),info,spot-check boxes,kept
MirrorWEBSmoke2372_jpg.rf.7c59d20da1df5729e305a8f4f6eace7c.jpg,train,-,crowded scene (8 boxes),info,spot-check boxes,kept
MirrorWEBSmoke2386_jpg.rf.5c396bb1d2f6da3ba78f779ed586e56b.jpg,train,-,crowded scene (11 boxes),info,spot-check boxes,kept
MirrorWEBSmoke2386_jpg.rf.a365d9e1d802de3f205b6df23baf98f7.jpg,train,-,crowded scene (11 boxes),info,spot-check boxes,kept
MirrorWEBSmoke2825_jpg.rf.8e3905830c5333293c89734e9a7dd729.jpg,train,-,crowded scene (11 boxes),info,spot-check boxes,kept
MirrorWEBSmoke3380_jpg.rf.1354e1363100b834247812d60a655bec.jpg,train,-,crowded scene (10 boxes),info,spot-check boxes,kept
MirrorWEBSmoke373_jpg.rf.22fde79c69e4e26190f16e7c10a44495.jpg,train,-,crowded scene (8 boxes),info,spot-check boxes,kept
NoiseWEBFire1180_jpg.rf.6059bcebfa1f6bf9e9cd58d88a499fe6.jpg,train,-,crowded scene (9 boxes),info,spot-check boxes,kept
NoiseWEBFire1180_jpg.rf.a0ba05831f11c7156ed70ea96943c4ef.jpg,train,-,crowded scene (9 boxes),info,spot-check boxes,kept
NoiseWEBFire202_jpg.rf.7cdf0bbcd3f63ef92e147bb1b8e95432.jpg,train,-,crowded scene (8 boxes),info,spot-check boxes,kept
NoiseWEBFire202_jpg.rf.8630eef26a63a88363c9724924baa216.jpg,train,-,crowded scene (8 boxes),info,spot-check boxes,kept
NoiseWEBFire203_jpg.rf.d5b60bab3c0c5206a9c3f0680690878e.jpg,train,-,crowded scene (8 boxes),info,spot-check boxes,kept
NoiseWEBSmoke378_jpg.rf.3d8b2e8a3e748808493ddcdc8ed4a5ac.jpg,train,-,crowded scene (8 boxes),info,spot-check boxes,kept
WEBFire1120_jpg.rf.0e50cfe9250b7b60892c776ef89befc4.jpg,train,-,crowded scene (9 boxes),info,spot-check boxes,kept
WEBFire1121_jpg.rf.0e4f5003c1d67a2825b8170a23fe9ea9.jpg,train,-,crowded scene (8 boxes),info,spot-check boxes,kept
WEBFire1133_jpg.rf.bbdd71e1245a1aa34b34d86dce2aa744.jpg,train,-,crowded scene (8 boxes),info,spot-check boxes,kept
WEBFire1147_jpg.rf.fc698665a50e6f9a9204d887ce4f23bf.jpg,train,-,crowded scene (8 boxes),info,spot-check boxes,kept
WEBFire1180_jpg.rf.f30144e1ebcb72bebc45336495c796f6.jpg,train,-,crowded scene (8 boxes),info,spot-check boxes,kept
WEBFire1180_jpg.rf.f91ac7b968bc66690f223470fa582dcf.jpg,train,-,crowded scene (8 boxes),info,spot-check boxes,kept
WEBFire1251_jpg.rf.985959df39125ed0b69d45a4448e2547.jpg,train,-,crowded scene (9 boxes),info,spot-check boxes,kept
WEBFire1971_jpg.rf.295bd7f74b13baa57fad020bb716e30d.jpg,train,-,crowded scene (9 boxes),info,spot-check boxes,kept
WEBFire202_jpg.rf.52b49f808daf2c95ac8a9f660d69df33.jpg,train,-,crowded scene (8 boxes),info,spot-check boxes,kept
WEBFire203_jpg.rf.334dab0c011d4becaac2d2ba7162ea10.jpg,train,-,crowded scene (8 boxes),info,spot-check boxes,kept
WEBFire242_jpg.rf.4ee1fb90f0a49ab491943da88c2caafc.jpg,train,-,crowded scene (10 boxes),info,spot-check boxes,kept
WEBFire242_jpg.rf.b9b51f9b3cbae7f0292c04513e05c7d8.jpg,train,-,crowded scene (10 boxes),info,spot-check boxes,kept
WEBFire243_jpg.rf.958d3cfeb0a8884a77f178f909f97368.jpg,train,-,crowded scene (8 boxes),info,spot-check boxes,kept
WEBFire245_jpg.rf.f7cf27eea4931f5bebf22b8571e77a64.jpg,train,-,crowded scene (8 boxes),info,spot-check boxes,kept
WEBFire269_jpg.rf.6b66689402106120eb59cdeade2acfc8.jpg,train,-,crowded scene (11 boxes),info,spot-check boxes,kept
WEBSmoke1316_jpg.rf.48119f32ae51c85326c70c682de010bd.jpg,train,-,crowded scene (9 boxes),info,spot-check boxes,kept
WEBSmoke2386_jpg.rf.bb2cadb1de63cbed7f6528d8f97b1f95.jpg,train,-,crowded scene (9 boxes),info,spot-check boxes,kept
931_jpg.rf.a7ef3ff27e2d69e40b35150c34c5f712.jpg,valid,-,crowded scene (10 boxes),info,spot-check boxes,kept
931_jpg.rf.f6e2eb073b6a80aca7045f0012689f22.jpg,valid,-,crowded scene (10 boxes),info,spot-check boxes,kept
963_jpg.rf.f586d594de9435c2574f12ba809a5329.jpg,valid,-,crowded scene (16 boxes),info,spot-check boxes,kept
fire1-1010-_jpg.rf.2528fec68c735625dd519bcc22e4613c.jpg,valid,-,crowded scene (14 boxes),info,spot-check boxes,kept
fire1-1013-_jpg.rf.c99f5bccc051a135f2fee0bb5755900e.jpg,valid,-,crowded scene (10 boxes),info,spot-check boxes,kept
fire1-1318-_jpg.rf.5584d79c16759d16c4e86498fca77f34.jpg,valid,-,crowded scene (11 boxes),info,spot-check boxes,kept
fire1-1539-_jpg.rf.d13ed92c2717a3e42076a5337378be54.jpg,valid,-,crowded scene (9 boxes),info,spot-check boxes,kept
fire1-682-_jpg.rf.be560f3edeb08051c60e060b1c5ae37e.jpg,valid,-,crowded scene (14 boxes),info,spot-check boxes,kept
fire1-685-_jpg.rf.dddd7e047aaece03457dfd386759b531.jpg,valid,-,crowded scene (10 boxes),info,spot-check boxes,kept
fire1-706-_jpg.rf.618c531b0a4251e9bb0de6cf1d74fed6.jpg,valid,-,crowded scene (12 boxes),info,spot-check boxes,kept
fire1-706-_jpg.rf.9b087c6bd75d3257e2b484376ab6432d.jpg,valid,-,crowded scene (12 boxes),info,spot-check boxes,kept
fire1-796-_jpg.rf.08f4368221b133f19399a83ae105e542.jpg,valid,-,crowded scene (13 boxes),info,spot-check boxes,kept
fire1-950-_jpg.rf.0b27ac4df6354fa4274139a61c97dac6.jpg,valid,-,crowded scene (8 boxes),info,spot-check boxes,kept
MirrorWEBFire1754_jpg.rf.80cfe6c26d4fa6015558051625b2b1df.jpg,valid,-,crowded scene (12 boxes),info,spot-check boxes,kept
NoiseWEBSmoke396_jpg.rf.786442bbb3ecad87f84caa65bd5ff3ed.jpg,valid,-,crowded scene (12 boxes),info,spot-check boxes,kept
WEBFire244_jpg.rf.3516325a327177e803165ec57a04514a.jpg,valid,-,crowded scene (8 boxes),info,spot-check boxes,kept
WEBFire252_jpg.rf.09b97dab6c0e28ccef1afea2d3834d1f.jpg,valid,-,crowded scene (8 boxes),info,spot-check boxes,kept
WEBFire252_jpg.rf.36782d17f3a0b5b07b7c2d57c4ac4b81.jpg,valid,-,crowded scene (8 boxes),info,spot-check boxes,kept
WEBSmoke1073_jpg.rf.3f49acddd23dfd762670614c3077409a.jpg,valid,-,crowded scene (8 boxes),info,spot-check boxes,kept
WEBSmoke1073_jpg.rf.5cd24f8dcd684bf9eff9cb6e67f6c1af.jpg,valid,-,crowded scene (8 boxes),info,spot-check boxes,kept
1019_jpg.rf.67e200b061f44a6cb2712e395a9c572e.jpg,test,-,crowded scene (8 boxes),info,spot-check boxes,kept
139_jpg.rf.f23855c93dcfdf90aaa6a4d51e288f76.jpg,test,-,crowded scene (11 boxes),info,spot-check boxes,kept
506_jpg.rf.92f4ebec9fb9fccf6e69c044c12c0c62.jpg,test,-,crowded scene (8 boxes),info,spot-check boxes,kept
fire1-631-_jpg.rf.afa054117f9e8e3860e2a56cd9f5fce9.jpg,test,-,crowded scene (8 boxes),info,spot-check boxes,kept
fire1-745-_jpg.rf.701de59bb8b2923804c2251d25ae9e99.jpg,test,-,crowded scene (8 boxes),info,spot-check boxes,kept
fire1-745-_jpg.rf.a7ce059863a190f7605eb82abc616afa.jpg,test,-,crowded scene (8 boxes),info,spot-check boxes,kept
fire1-781-_jpg.rf.10703f0d7ed55a0e4b9808f00d011078.jpg,test,-,crowded scene (8 boxes),info,spot-check boxes,kept
MirrorWEBSmoke2367_jpg.rf.70dbb7aa9352b216248fb4f13f4c63d5.jpg,test,-,crowded scene (11 boxes),info,spot-check boxes,kept
new_fire_fire-7_png_jpg.rf.4a6349eae8ddddda2a1c2b481a86301c.jpg,test,-,crowded scene (10 boxes),info,spot-check boxes,kept
NoiseWEBFire1053_jpg.rf.bec7984011856d67ef201f1b293ff279.jpg,test,-,crowded scene (9 boxes),info,spot-check boxes,kept
NoiseWEBFire1077_jpg.rf.94d6cd965e8ed6f0fa6bbf51f88e00a3.jpg,test,-,crowded scene (8 boxes),info,spot-check boxes,kept
NoiseWEBSmoke1203_jpg.rf.1d5792645a5f7fbca542e4bb08f4ed97.jpg,test,-,crowded scene (8 boxes),info,spot-check boxes,kept
WEBFire1077_jpg.rf.440264382b862c7ca7b009c5a6fe6fe6.jpg,test,-,crowded scene (9 boxes),info,spot-check boxes,kept
WEBSmoke1304_jpg.rf.2576b6b65c086e57401c0d4fc6e7dc3f.jpg,test,-,crowded scene (14 boxes),info,spot-check boxes,kept
WEBSmoke2367_jpg.rf.ee43f531b12e1e26171bf5c7d5671a5d.jpg,test,-,crowded scene (10 boxes),info,spot-check boxes,kept
